artifactId,name,type,category,route,sourceFile,frontendStatus,backendStatus,demoStatus,assetPack,product,workspace,roles,organizationTypes,riskLevel,description,dependencies,tags,embeddingText,status
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-has-bled-service-ts,HasBledService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/has-bled.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: HasBledService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/has-bled.service.ts,backend|service|medical-control-plane|HasBledService,hasbledservice backend src modules medical-control-plane tool-orchestrator services has-bled service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-heart-score-service-ts,HeartScoreService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/heart-score.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: HeartScoreService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/heart-score.service.ts,backend|service|medical-control-plane|HeartScoreService,heartscoreservice backend src modules medical-control-plane tool-orchestrator services heart-score service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-hunt-hess-scale-service-ts,HuntHessScaleService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/hunt-hess-scale.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: HuntHessScaleService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/hunt-hess-scale.service.ts,backend|service|medical-control-plane|HuntHessScaleService,hunthessscaleservice backend src modules medical-control-plane tool-orchestrator services hunt-hess-scale service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-ich-score-service-ts,IchScoreService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/ich-score.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: IchScoreService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/ich-score.service.ts,backend|service|medical-control-plane|IchScoreService,ichscoreservice backend src modules medical-control-plane tool-orchestrator services ich-score service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-lab-interpreter-service-ts,LabInterpreterService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/lab-interpreter.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: LabInterpreterService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/lab-interpreter.service.ts,backend|service|medical-control-plane|LabInterpreterService,labinterpreterservice backend src modules medical-control-plane tool-orchestrator services lab-interpreter service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-mews-service-ts,MewsService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/mews.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: MewsService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/mews.service.ts,backend|service|medical-control-plane|MewsService,mewsservice backend src modules medical-control-plane tool-orchestrator services mews service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-modified-rankin-scale-service-ts,ModifiedRankinScaleService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/modified-rankin-scale.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: ModifiedRankinScaleService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/modified-rankin-scale.service.ts,backend|service|medical-control-plane|ModifiedRankinScaleService,modifiedrankinscaleservice backend src modules medical-control-plane tool-orchestrator services modified-rankin-scale service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-news2-service-ts,News2Service,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/news2.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: News2Service.,backend/src/modules/medical-control-plane/tool-orchestrator/services/news2.service.ts,backend|service|medical-control-plane|News2Service,news2service backend src modules medical-control-plane tool-orchestrator services news2 service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-nexus-cspine-service-ts,NexusCSpineService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/nexus-cspine.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: NexusCSpineService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/nexus-cspine.service.ts,backend|service|medical-control-plane|NexusCSpineService,nexuscspineservice backend src modules medical-control-plane tool-orchestrator services nexus-cspine service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-osmolal-gap-service-ts,OsmolalGapService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/osmolal-gap.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: OsmolalGapService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/osmolal-gap.service.ts,backend|service|medical-control-plane|OsmolalGapService,osmolalgapservice backend src modules medical-control-plane tool-orchestrator services osmolal-gap service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-pao2-fio2-ratio-service-ts,Pao2Fio2RatioService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/pao2-fio2-ratio.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: Pao2Fio2RatioService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/pao2-fio2-ratio.service.ts,backend|service|medical-control-plane|Pao2Fio2RatioService,pao2fio2ratioservice backend src modules medical-control-plane tool-orchestrator services pao2-fio2-ratio service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-pecarn-head-service-ts,PecarnHeadService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/pecarn-head.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: PecarnHeadService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/pecarn-head.service.ts,backend|service|medical-control-plane|PecarnHeadService,pecarnheadservice backend src modules medical-control-plane tool-orchestrator services pecarn-head service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-revised-trauma-score-service-ts,RevisedTraumaScoreService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/revised-trauma-score.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: RevisedTraumaScoreService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/revised-trauma-score.service.ts,backend|service|medical-control-plane|RevisedTraumaScoreService,revisedtraumascoreservice backend src modules medical-control-plane tool-orchestrator services revised-trauma-score service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-reynolds-risk-score-service-ts,ReynoldsRiskScoreService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/reynolds-risk-score.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: ReynoldsRiskScoreService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/reynolds-risk-score.service.ts,backend|service|medical-control-plane|ReynoldsRiskScoreService,reynoldsriskscoreservice backend src modules medical-control-plane tool-orchestrator services reynolds-risk-score service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-rox-index-service-ts,RoxIndexService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/rox-index.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: RoxIndexService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/rox-index.service.ts,backend|service|medical-control-plane|RoxIndexService,roxindexservice backend src modules medical-control-plane tool-orchestrator services rox-index service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-serum-osmolality-service-ts,SerumOsmolalityService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/serum-osmolality.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: SerumOsmolalityService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/serum-osmolality.service.ts,backend|service|medical-control-plane|SerumOsmolalityService,serumosmolalityservice backend src modules medical-control-plane tool-orchestrator services serum-osmolality service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-shock-index-service-ts,ShockIndexService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/shock-index.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: ShockIndexService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/shock-index.service.ts,backend|service|medical-control-plane|ShockIndexService,shockindexservice backend src modules medical-control-plane tool-orchestrator services shock-index service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-sofa-calculator-service-ts,SofaCalculatorService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/sofa-calculator.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: SofaCalculatorService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/sofa-calculator.service.ts,backend|service|medical-control-plane|SofaCalculatorService,sofacalculatorservice backend src modules medical-control-plane tool-orchestrator services sofa-calculator service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-timi-ua-nstemi-service-ts,TimiUaNstemiService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/timi-ua-nstemi.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: TimiUaNstemiService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/timi-ua-nstemi.service.ts,backend|service|medical-control-plane|TimiUaNstemiService,timiuanstemiservice backend src modules medical-control-plane tool-orchestrator services timi-ua-nstemi service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-wells-dvt-service-ts,WellsDvtService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/wells-dvt.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: WellsDvtService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/wells-dvt.service.ts,backend|service|medical-control-plane|WellsDvtService,wellsdvtservice backend src modules medical-control-plane tool-orchestrator services wells-dvt service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-services-wells-pe-service-ts,WellsPeService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/services/wells-pe.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: WellsPeService.,backend/src/modules/medical-control-plane/tool-orchestrator/services/wells-pe.service.ts,backend|service|medical-control-plane|WellsPeService,wellspeservice backend src modules medical-control-plane tool-orchestrator services wells-pe service ts backend service medical-control-plane,active
service-backend-src-modules-medical-control-plane-tool-orchestrator-tool-orchestrator-service-ts,ToolOrchestratorService,backend-service,medical-control-plane,unknown,backend/src/modules/medical-control-plane/tool-orchestrator/tool-orchestrator.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for medical-control-plane: ToolOrchestratorService.,backend/src/modules/medical-control-plane/tool-orchestrator/tool-orchestrator.service.ts,backend|service|medical-control-plane|ToolOrchestratorService,toolorchestratorservice backend src modules medical-control-plane tool-orchestrator tool-orchestrator service ts backend service medical-control-plane,active
service-backend-src-modules-memory-clinical-memory-service-ts,ClinicalMemoryService,backend-service,memory,unknown,backend/src/modules/memory/clinical-memory.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,high,NestJS service module for memory: ClinicalMemoryService.,backend/src/modules/memory/clinical-memory.service.ts,backend|service|memory|ClinicalMemoryService,clinicalmemoryservice backend src modules memory clinical-memory service ts backend service memory,active
service-backend-src-modules-memory-long-memory-service-ts,LongMemoryService,backend-service,memory,unknown,backend/src/modules/memory/long-memory.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for memory: LongMemoryService.,backend/src/modules/memory/long-memory.service.ts,backend|service|memory|LongMemoryService,longmemoryservice backend src modules memory long-memory service ts backend service memory,active
service-backend-src-modules-memory-memory-fabric-service-ts,MemoryFabricService,backend-service,memory,unknown,backend/src/modules/memory/memory-fabric.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for memory: MemoryFabricService.,backend/src/modules/memory/memory-fabric.service.ts,backend|service|memory|MemoryFabricService,memoryfabricservice backend src modules memory memory-fabric service ts backend service memory,active
service-backend-src-modules-memory-short-memory-service-ts,ShortMemoryService,backend-service,memory,unknown,backend/src/modules/memory/short-memory.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for memory: ShortMemoryService.,backend/src/modules/memory/short-memory.service.ts,backend|service|memory|ShortMemoryService,shortmemoryservice backend src modules memory short-memory service ts backend service memory,active
service-backend-src-modules-metrics-metrics-service-ts,MetricsService,backend-service,metrics,unknown,backend/src/modules/metrics/metrics.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for metrics: MetricsService.,backend/src/modules/metrics/metrics.service.ts,backend|service|metrics|MetricsService,metricsservice backend src modules metrics metrics service ts backend service metrics,active
service-backend-src-modules-metrics-nlu-metrics-service-ts,NluMetricsService,backend-service,metrics,unknown,backend/src/modules/metrics/nlu-metrics.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for metrics: NluMetricsService.,backend/src/modules/metrics/nlu-metrics.service.ts,backend|service|metrics|NluMetricsService,nlumetricsservice backend src modules metrics nlu-metrics service ts backend service metrics,active
service-backend-src-modules-metrics-tool-metrics-service-ts,ToolMetricsService,backend-service,metrics,unknown,backend/src/modules/metrics/tool-metrics.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for metrics: ToolMetricsService.,backend/src/modules/metrics/tool-metrics.service.ts,backend|service|metrics|ToolMetricsService,toolmetricsservice backend src modules metrics tool-metrics service ts backend service metrics,active
service-backend-src-modules-moe-router-expert-selector-service-ts,ExpertSelectorService,backend-service,moe-router,unknown,backend/src/modules/moe-router/expert-selector.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for moe-router: ExpertSelectorService.,backend/src/modules/moe-router/expert-selector.service.ts,backend|service|moe-router|ExpertSelectorService,expertselectorservice backend src modules moe-router expert-selector service ts backend service moe-router,active
service-backend-src-modules-moe-router-moe-router-service-ts,MoERouterService,backend-service,moe-router,unknown,backend/src/modules/moe-router/moe-router.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for moe-router: MoERouterService.,backend/src/modules/moe-router/moe-router.service.ts,backend|service|moe-router|MoERouterService,moerouterservice backend src modules moe-router moe-router service ts backend service moe-router,active
service-backend-src-modules-native-ai-native-ai-service-ts,NativeAiService,backend-service,native-ai,unknown,backend/src/modules/native-ai/native-ai.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,high,NestJS service module for native-ai: NativeAiService.,backend/src/modules/native-ai/native-ai.service.ts,backend|service|native-ai|NativeAiService,nativeaiservice backend src modules native-ai native-ai service ts backend service native-ai,active
service-backend-src-modules-notifications-services-device-token-service-ts,RegisterDeviceDto,backend-service,notifications,unknown,backend/src/modules/notifications/services/device-token.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for notifications: RegisterDeviceDto.,backend/src/modules/notifications/services/device-token.service.ts,backend|service|notifications|RegisterDeviceDto,registerdevicedto backend src modules notifications services device-token service ts backend service notifications,active
service-backend-src-modules-notifications-services-firebase-service-ts,FirebaseService,backend-service,notifications,unknown,backend/src/modules/notifications/services/firebase.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for notifications: FirebaseService.,backend/src/modules/notifications/services/firebase.service.ts,backend|service|notifications|FirebaseService,firebaseservice backend src modules notifications services firebase service ts backend service notifications,active
service-backend-src-modules-notifications-services-notification-preference-service-ts,UpdatePreferencesDto,backend-service,notifications,unknown,backend/src/modules/notifications/services/notification-preference.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for notifications: UpdatePreferencesDto.,backend/src/modules/notifications/services/notification-preference.service.ts,backend|service|notifications|UpdatePreferencesDto,updatepreferencesdto backend src modules notifications services notification-preference service ts backend service notifications,active
service-backend-src-modules-notifications-services-notification-service-ts,NotificationService,backend-service,notifications,unknown,backend/src/modules/notifications/services/notification.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for notifications: NotificationService.,backend/src/modules/notifications/services/notification.service.ts,backend|service|notifications|NotificationService,notificationservice backend src modules notifications services notification service ts backend service notifications,active
service-backend-src-modules-observability-platform-telemetry-service-ts,PlatformTelemetryService,backend-service,observability,unknown,backend/src/modules/observability/platform-telemetry.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for observability: PlatformTelemetryService.,backend/src/modules/observability/platform-telemetry.service.ts,backend|service|observability|PlatformTelemetryService,platformtelemetryservice backend src modules observability platform-telemetry service ts backend service observability,active
service-backend-src-modules-organizations-organization-onboarding-service-ts,OrganizationOnboardingService,backend-service,organizations,unknown,backend/src/modules/organizations/organization-onboarding.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for organizations: OrganizationOnboardingService.,backend/src/modules/organizations/organization-onboarding.service.ts,backend|service|organizations|OrganizationOnboardingService,organizationonboardingservice backend src modules organizations organization-onboarding service ts backend service organizations,active
service-backend-src-modules-organizations-organizations-service-ts,OrganizationsService,backend-service,organizations,unknown,backend/src/modules/organizations/organizations.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for organizations: OrganizationsService.,backend/src/modules/organizations/organizations.service.ts,backend|service|organizations|OrganizationsService,organizationsservice backend src modules organizations organizations service ts backend service organizations,active
service-backend-src-modules-organizations-tenant-provisioning-service-ts,TenantProvisioningService,backend-service,organizations,unknown,backend/src/modules/organizations/tenant-provisioning.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for organizations: TenantProvisioningService.,backend/src/modules/organizations/tenant-provisioning.service.ts,backend|service|organizations|TenantProvisioningService,tenantprovisioningservice backend src modules organizations tenant-provisioning service ts backend service organizations,active
service-backend-src-modules-permissions-workspace-permissions-service-ts,WorkspacePermissionsService,backend-service,permissions,unknown,backend/src/modules/permissions/workspace-permissions.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for permissions: WorkspacePermissionsService.,backend/src/modules/permissions/workspace-permissions.service.ts,backend|service|permissions|WorkspacePermissionsService,workspacepermissionsservice backend src modules permissions workspace-permissions service ts backend service permissions,active
service-backend-src-modules-personalization-personalization-service-ts,PersonalizationService,backend-service,personalization,unknown,backend/src/modules/personalization/personalization.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for personalization: PersonalizationService.,backend/src/modules/personalization/personalization.service.ts,backend|service|personalization|PersonalizationService,personalizationservice backend src modules personalization personalization service ts backend service personalization,active
service-backend-src-modules-platform-assets-asset-access-service-ts,AssetAccessService,backend-service,platform-assets,unknown,backend/src/modules/platform-assets/asset-access.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for platform-assets: AssetAccessService.,backend/src/modules/platform-assets/asset-access.service.ts,backend|service|platform-assets|AssetAccessService,assetaccessservice backend src modules platform-assets asset-access service ts backend service platform-assets,active
service-backend-src-modules-platform-assets-asset-recommendation-service-ts,AssetRecommendationService,backend-service,platform-assets,unknown,backend/src/modules/platform-assets/asset-recommendation.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for platform-assets: AssetRecommendationService.,backend/src/modules/platform-assets/asset-recommendation.service.ts,backend|service|platform-assets|AssetRecommendationService,assetrecommendationservice backend src modules platform-assets asset-recommendation service ts backend service platform-assets,active
service-backend-src-modules-platform-assets-asset-registry-service-ts,AssetRegistryService,backend-service,platform-assets,unknown,backend/src/modules/platform-assets/asset-registry.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for platform-assets: AssetRegistryService.,backend/src/modules/platform-assets/asset-registry.service.ts,backend|service|platform-assets|AssetRegistryService,assetregistryservice backend src modules platform-assets asset-registry service ts backend service platform-assets,active
service-backend-src-modules-platform-assets-customer-success-service-ts,CustomerSuccessService,backend-service,platform-assets,unknown,backend/src/modules/platform-assets/customer-success.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for platform-assets: CustomerSuccessService.,backend/src/modules/platform-assets/customer-success.service.ts,backend|service|platform-assets|CustomerSuccessService,customersuccessservice backend src modules platform-assets customer-success service ts backend service platform-assets,active
service-backend-src-modules-platform-assets-department-asset-mapping-service-ts,DepartmentAssetMappingService,backend-service,platform-assets,unknown,backend/src/modules/platform-assets/department-asset-mapping.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for platform-assets: DepartmentAssetMappingService.,backend/src/modules/platform-assets/department-asset-mapping.service.ts,backend|service|platform-assets|DepartmentAssetMappingService,departmentassetmappingservice backend src modules platform-assets department-asset-mapping service ts backend service platform-assets,active
service-backend-src-modules-platform-assets-digital-twin-service-ts,DigitalTwinService,backend-service,platform-assets,unknown,backend/src/modules/platform-assets/digital-twin.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for platform-assets: DigitalTwinService.,backend/src/modules/platform-assets/digital-twin.service.ts,backend|service|platform-assets|DigitalTwinService,digitaltwinservice backend src modules platform-assets digital-twin service ts backend service platform-assets,active
service-backend-src-modules-platform-assets-entitlement-service-ts,EntitlementService,backend-service,platform-assets,unknown,backend/src/modules/platform-assets/entitlement.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for platform-assets: EntitlementService.,backend/src/modules/platform-assets/entitlement.service.ts,backend|service|platform-assets|EntitlementService,entitlementservice backend src modules platform-assets entitlement service ts backend service platform-assets,active
service-backend-src-modules-platform-assets-feature-flag-service-ts,FeatureFlagService,backend-service,platform-assets,unknown,backend/src/modules/platform-assets/feature-flag.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for platform-assets: FeatureFlagService.,backend/src/modules/platform-assets/feature-flag.service.ts,backend|service|platform-assets|FeatureFlagService,featureflagservice backend src modules platform-assets feature-flag service ts backend service platform-assets,active
service-backend-src-modules-platform-assets-organization-analytics-service-ts,OrganizationAnalyticsService,backend-service,platform-assets,unknown,backend/src/modules/platform-assets/organization-analytics.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for platform-assets: OrganizationAnalyticsService.,backend/src/modules/platform-assets/organization-analytics.service.ts,backend|service|platform-assets|OrganizationAnalyticsService,organizationanalyticsservice backend src modules platform-assets organization-analytics service ts backend service platform-assets,active
service-backend-src-modules-platform-assets-platform-assets-seed-service-ts,PlatformAssetsSeedService,backend-service,platform-assets,unknown,backend/src/modules/platform-assets/platform-assets.seed.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for platform-assets: PlatformAssetsSeedService.,backend/src/modules/platform-assets/platform-assets.seed.service.ts,backend|service|platform-assets|PlatformAssetsSeedService,platformassetsseedservice backend src modules platform-assets platform-assets seed service ts backend service platform-assets,active
service-backend-src-modules-platform-assets-platform-assets-service-ts,PlatformAssetsService,backend-service,platform-assets,unknown,backend/src/modules/platform-assets/platform-assets.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for platform-assets: PlatformAssetsService.,backend/src/modules/platform-assets/platform-assets.service.ts,backend|service|platform-assets|PlatformAssetsService,platformassetsservice backend src modules platform-assets platform-assets service ts backend service platform-assets,active
service-backend-src-modules-platform-assets-platform-context-service-ts,PlatformContextService,backend-service,platform-assets,unknown,backend/src/modules/platform-assets/platform-context.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for platform-assets: PlatformContextService.,backend/src/modules/platform-assets/platform-context.service.ts,backend|service|platform-assets|PlatformContextService,platformcontextservice backend src modules platform-assets platform-context service ts backend service platform-assets,active
service-backend-src-modules-platform-assets-platform-governance-registry-service-ts,PlatformGovernanceRegistryService,backend-service,platform-assets,unknown,backend/src/modules/platform-assets/platform-governance-registry.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,high,NestJS service module for platform-assets: PlatformGovernanceRegistryService.,backend/src/modules/platform-assets/platform-governance-registry.service.ts,backend|service|platform-assets|PlatformGovernanceRegistryService,platformgovernanceregistryservice backend src modules platform-assets platform-governance-registry service ts backend service platform-assets,active
service-backend-src-modules-platform-assets-service-line-architecture-service-ts,ServiceLineArchitectureService,backend-service,platform-assets,unknown,backend/src/modules/platform-assets/service-line-architecture.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for platform-assets: ServiceLineArchitectureService.,backend/src/modules/platform-assets/service-line-architecture.service.ts,backend|service|platform-assets|ServiceLineArchitectureService,servicelinearchitectureservice backend src modules platform-assets service-line-architecture service ts backend service platform-assets,active
service-backend-src-modules-platform-governance-platform-governance-service-ts,PlatformGovernanceService,backend-service,platform-governance,unknown,backend/src/modules/platform-governance/platform-governance.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,high,NestJS service module for platform-governance: PlatformGovernanceService.,backend/src/modules/platform-governance/platform-governance.service.ts,backend|service|platform-governance|PlatformGovernanceService,platformgovernanceservice backend src modules platform-governance platform-governance service ts backend service platform-governance,active
