artifactId,normalizedText,tags,typeEncoding,roleEncoding,workspaceEncoding,packEncoding,dependencyCount,riskScore,readinessScore
frontend-api-emergency-smart-intake-reconcile-unknown,frontend-api-emergency-smart-intake-reconcile-unknown emergency-smart-intake-reconcile-unknown api-endpoint emergencysmartintakeidentitysession api emergency intake sessionid reconcile-unknown unknown unknown frontend unknown unknown high smartintakeapi js calls post api emergency intake sessionid reconcile-unknown emergencysmartintakeidentitysession smartintakeapi js frontend-api post emergencysmartintakeidentitysession,frontend-api|POST|emergencySmartIntakeIdentitySession,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-emergency-smart-intake-session-create,frontend-api-emergency-smart-intake-session-create emergency-smart-intake-session-create api-endpoint emergencysmartintakeidentitysession api emergency intake sessions unknown unknown frontend unknown unknown high smartintakeapi js calls post api emergency intake sessions emergencysmartintakeidentitysession smartintakeapi js frontend-api post emergencysmartintakeidentitysession,frontend-api|POST|emergencySmartIntakeIdentitySession,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-emergency-smart-intake-verify-field,frontend-api-emergency-smart-intake-verify-field emergency-smart-intake-verify-field api-endpoint emergencysmartintakeidentitysession api emergency intake sessionid verify-field unknown unknown frontend unknown unknown high smartintakeapi js calls post api emergency intake sessionid verify-field emergencysmartintakeidentitysession smartintakeapi js frontend-api post emergencysmartintakeidentitysession,frontend-api|POST|emergencySmartIntakeIdentitySession,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-emergency-smart-intake-vertical-slice,frontend-api-emergency-smart-intake-vertical-slice emergency-smart-intake-vertical-slice api-endpoint emergencysmartintake api emergency intake vertical-slice unknown unknown frontend unknown unknown high emergencyosapi js newpatientintake calls post api emergency intake vertical-slice emergencysmartintake emergencyosapi js newpatientintake frontend-api post emergencysmartintake,frontend-api|POST|emergencySmartIntake,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-emergency-transfer-status,frontend-api-emergency-transfer-status emergency-transfer-status api-endpoint emergencytransferworkflow api emergency transfers referralid status unknown unknown frontend unknown unknown high emergencytransportapi js calls patch api emergency transfers referralid status emergencytransferworkflow emergencytransportapi js frontend-api patch emergencytransferworkflow,frontend-api|PATCH|emergencyTransferWorkflow,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-emergency-triage-assist,frontend-api-emergency-triage-assist emergency-triage-assist api-endpoint emergencytriageassist api emergency triage assist unknown unknown frontend unknown unknown high emergencyosapi js posttriageassist calls post api emergency triage assist emergencytriageassist emergencyosapi js posttriageassist frontend-api post emergencytriageassist,frontend-api|POST|emergencyTriageAssist,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-emergency-upgrade-harness,frontend-api-emergency-upgrade-harness emergency-upgrade-harness api-endpoint emergencyadvanceddecisionsupport api emergency upgrade-harness unknown unknown frontend unknown unknown medium emergencyosapi js useadvancedemergencyosupgradeharness calls get api emergency upgrade-harness emergencyadvanceddecisionsupport emergencyosapi js useadvancedemergencyosupgradeharness frontend-api get emergencyadvanceddecisionsupport,frontend-api|GET|emergencyAdvancedDecisionSupport,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-emergency-upgrade-harness-audit-summary,frontend-api-emergency-upgrade-harness-audit-summary emergency-upgrade-harness-audit-summary api-endpoint emergencyadvanceddecisionsupport api emergency upgrade-harness audit-summary unknown unknown frontend unknown unknown medium emergencyosapi js useupgradeharnessauditsummary copilotroute calls get api emergency upgrade-harness audit-summary emergencyadvanceddecisionsupport emergencyosapi js useupgradeharnessauditsummary copilotroute frontend-api get emergencyadvanceddecisionsupport,frontend-api|GET|emergencyAdvancedDecisionSupport,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-emergency-upgrade-harness-capacity,frontend-api-emergency-upgrade-harness-capacity emergency-upgrade-harness-capacity api-endpoint emergencyadvanceddecisionsupport api emergency upgrade-harness capacity unknown unknown frontend unknown unknown medium emergencyosapi js useupgradeharnesscapacity capacityroute calls get api emergency upgrade-harness capacity emergencyadvanceddecisionsupport emergencyosapi js useupgradeharnesscapacity capacityroute frontend-api get emergencyadvanceddecisionsupport,frontend-api|GET|emergencyAdvancedDecisionSupport,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-emergency-upgrade-harness-clinical-intelligence,frontend-api-emergency-upgrade-harness-clinical-intelligence emergency-upgrade-harness-clinical-intelligence api-endpoint emergencyadvanceddecisionsupport api emergency upgrade-harness clinical-intelligence unknown unknown frontend unknown unknown medium emergencyosapi js useupgradeharnessclinicalintelligence copilotroute calls get api emergency upgrade-harness clinical-intelligence emergencyadvanceddecisionsupport emergencyosapi js useupgradeharnessclinicalintelligence copilotroute frontend-api get emergencyadvanceddecisionsupport,frontend-api|GET|emergencyAdvancedDecisionSupport,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-emergency-upgrade-harness-clinical-intelligence-detail,frontend-api-emergency-upgrade-harness-clinical-intelligence-detail emergency-upgrade-harness-clinical-intelligence-detail api-endpoint emergencyadvanceddecisionsupport api emergency upgrade-harness clinical-intelligence patientid unknown unknown frontend unknown unknown medium emergencyosapi js useupgradeharnessclinicalintelligence calls get api emergency upgrade-harness clinical-intelligence patientid emergencyadvanceddecisionsupport emergencyosapi js useupgradeharnessclinicalintelligence frontend-api get emergencyadvanceddecisionsupport,frontend-api|GET|emergencyAdvancedDecisionSupport,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-emergency-upgrade-harness-patient-flow,frontend-api-emergency-upgrade-harness-patient-flow emergency-upgrade-harness-patient-flow api-endpoint emergencyadvanceddecisionsupport api emergency upgrade-harness patient-flow unknown unknown frontend unknown unknown medium emergencyosapi js useupgradeharnesspatientflow emergencywhiteboard calls get api emergency upgrade-harness patient-flow emergencyadvanceddecisionsupport emergencyosapi js useupgradeharnesspatientflow emergencywhiteboard frontend-api get emergencyadvanceddecisionsupport,frontend-api|GET|emergencyAdvancedDecisionSupport,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-emergency-upgrade-harness-patient-flow-detail,frontend-api-emergency-upgrade-harness-patient-flow-detail emergency-upgrade-harness-patient-flow-detail api-endpoint emergencyadvanceddecisionsupport api emergency upgrade-harness patient-flow patientid unknown unknown frontend unknown unknown medium emergencyosapi js useupgradeharnesspatientflow patientdetailpanel calls get api emergency upgrade-harness patient-flow patientid emergencyadvanceddecisionsupport emergencyosapi js useupgradeharnesspatientflow patientdetailpanel frontend-api get emergencyadvanceddecisionsupport,frontend-api|GET|emergencyAdvancedDecisionSupport,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-emergency-whiteboard,frontend-api-emergency-whiteboard emergency-whiteboard api-endpoint emergencywhiteboard api emergency whiteboard unknown unknown frontend unknown unknown medium emergencyosapi js useemergencywhiteboard calls get api emergency whiteboard emergencywhiteboard emergencyosapi js useemergencywhiteboard frontend-api get emergencywhiteboard,frontend-api|GET|emergencyWhiteboard,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-emergency-workflow-logs,frontend-api-emergency-workflow-logs emergency-workflow-logs api-endpoint emergencyworkflowaudit api emergency workflow-logs unknown unknown frontend unknown unknown medium emergencyosapi js emergencysettings audit view store startup hydration calls get api emergency workflow-logs emergencyworkflowaudit emergencyosapi js emergencysettings audit view store startup hydration frontend-api get emergencyworkflowaudit,frontend-api|GET|emergencyWorkflowAudit,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-emergency-workflow-orchestration,frontend-api-emergency-workflow-orchestration emergency-workflow-orchestration api-endpoint emergencyworkfloworchestration api emergency workflow-orchestration unknown unknown frontend unknown unknown medium emergencyosapi js fetchworkfloworchestration calls get api emergency workflow-orchestration emergencyworkfloworchestration emergencyosapi js fetchworkfloworchestration frontend-api get emergencyworkfloworchestration,frontend-api|GET|emergencyWorkflowOrchestration,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-emergency-workflow-orchestration-review,frontend-api-emergency-workflow-orchestration-review emergency-workflow-orchestration-review api-endpoint emergencyworkfloworchestration api emergency workflow-orchestration review unknown unknown frontend unknown unknown high emergencyosapi js reviewworkflowautomation calls post api emergency workflow-orchestration review emergencyworkfloworchestration emergencyosapi js reviewworkflowautomation frontend-api post emergencyworkfloworchestration,frontend-api|POST|emergencyWorkflowOrchestration,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-evaluation-dashboard,frontend-api-evaluation-dashboard evaluation-dashboard api-endpoint evaluationframework api evaluation dashboard unknown unknown frontend unknown unknown medium evaluationapi js aievaluationdashboard jsx calls get api evaluation dashboard evaluationframework evaluationapi js aievaluationdashboard jsx frontend-api get evaluationframework,frontend-api|GET|evaluationFramework,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-evaluation-runs-create,frontend-api-evaluation-runs-create evaluation-runs-create api-endpoint evaluationframework api evaluation runs unknown unknown frontend unknown unknown high evaluationapi js calls post api evaluation runs evaluationframework evaluationapi js frontend-api post evaluationframework,frontend-api|POST|evaluationFramework,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-exports-excel,frontend-api-exports-excel exports-excel api-endpoint exportsexcel api exports excel unknown unknown frontend unknown unknown high export exportservice js calls post api exports excel exportsexcel export exportservice js frontend-api post exportsexcel,frontend-api|POST|exportsExcel,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-exports-pdf,frontend-api-exports-pdf exports-pdf api-endpoint exportspdf api exports pdf unknown unknown frontend unknown unknown high export exportservice js calls post api exports pdf exportspdf export exportservice js frontend-api post exportspdf,frontend-api|POST|exportsPdf,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-fleet-active-routes,frontend-api-fleet-active-routes fleet-active-routes api-endpoint fleetactiveroutes api fleet routes active unknown unknown frontend unknown unknown medium fleettelemetryservice js calls get api fleet routes active fleetactiveroutes fleettelemetryservice js frontend-api get fleetactiveroutes,frontend-api|GET|fleetActiveRoutes,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-fleet-alerts,frontend-api-fleet-alerts fleet-alerts api-endpoint fleetalerts api fleet alerts unknown unknown frontend unknown unknown medium fleettelemetryservice js calls get api fleet alerts fleetalerts fleettelemetryservice js frontend-api get fleetalerts,frontend-api|GET|fleetAlerts,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-fleet-live-vehicles,frontend-api-fleet-live-vehicles fleet-live-vehicles api-endpoint fleetlivetracking api fleet vehicles live unknown unknown frontend unknown unknown medium fleettelemetryservice js calls get api fleet vehicles live fleetlivetracking fleettelemetryservice js frontend-api get fleetlivetracking,frontend-api|GET|fleetLiveTracking,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-fleet-snapshot,frontend-api-fleet-snapshot fleet-snapshot api-endpoint fleetlivetracking api fleet snapshot unknown unknown frontend unknown unknown medium emergencytransportapi js calls get api fleet snapshot fleetlivetracking emergencytransportapi js frontend-api get fleetlivetracking,frontend-api|GET|fleetLiveTracking,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-guideline-rag-query,frontend-api-guideline-rag-query guideline-rag-query api-endpoint clinicalintelligence api clinical-intelligence guideline-rag query unknown unknown frontend unknown unknown high clinicalintelligenceapi js guidelinerag jsx calls post api clinical-intelligence guideline-rag query clinicalintelligence clinicalintelligenceapi js guidelinerag jsx frontend-api post clinicalintelligence,frontend-api|POST|clinicalIntelligence,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-hospital-map-devices,frontend-api-hospital-map-devices hospital-map-devices api-endpoint devicefleet api hospital-map devices unknown unknown frontend unknown unknown medium hospitalmapservice js calls get api hospital-map devices devicefleet hospitalmapservice js frontend-api get devicefleet,frontend-api|GET|deviceFleet,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-hospital-map-floors,frontend-api-hospital-map-floors hospital-map-floors api-endpoint hospitalmap api hospital-map floors unknown unknown frontend unknown unknown medium hospitalmapservice js calls get api hospital-map floors hospitalmap hospitalmapservice js frontend-api get hospitalmap,frontend-api|GET|hospitalMap,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-integration-readiness,frontend-api-integration-readiness integration-readiness api-endpoint unknown api integration-readiness unknown unknown frontend unknown unknown medium productcatalogapi js commercialpages jsx calls get api integration-readiness productcatalogapi js commercialpages jsx frontend-api get,frontend-api|GET,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.5,0.7
frontend-api-integrations-marketplace-list,frontend-api-integrations-marketplace-list integrations-marketplace-list api-endpoint unknown api integrations-marketplace unknown unknown frontend unknown unknown medium productcatalogapi js commercialpages jsx calls get api integrations-marketplace productcatalogapi js commercialpages jsx frontend-api get,frontend-api|GET,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.5,0.7
frontend-api-medical-device-alerts,frontend-api-medical-device-alerts medical-device-alerts api-endpoint devicealerting api alerts devices unknown unknown frontend unknown unknown medium medicaliotservice js calls get api alerts devices devicealerting medicaliotservice js frontend-api get devicealerting,frontend-api|GET|deviceAlerting,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-medical-devices-live,frontend-api-medical-devices-live medical-devices-live api-endpoint medicaldeviceregistry api devices live unknown unknown frontend unknown unknown medium medicaliotservice js calls get api devices live medicaldeviceregistry medicaliotservice js frontend-api get medicaldeviceregistry,frontend-api|GET|medicalDeviceRegistry,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-medical-telemetry-live,frontend-api-medical-telemetry-live medical-telemetry-live api-endpoint telemetrylive api telemetry live unknown unknown frontend unknown unknown medium medicaliotservice js calls get api telemetry live telemetrylive medicaliotservice js frontend-api get telemetrylive,frontend-api|GET|telemetryLive,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-memory-clinical-save,frontend-api-memory-clinical-save memory-clinical-save api-endpoint memory api memory clinical unknown unknown frontend unknown unknown high memoryapi js calls post api memory clinical memory memoryapi js frontend-api post memory,frontend-api|POST|memory,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-memory-dashboard,frontend-api-memory-dashboard memory-dashboard api-endpoint memory api memory dashboard unknown unknown frontend unknown unknown medium memoryapi js memorydashboard jsx calls get api memory dashboard memory memoryapi js memorydashboard jsx frontend-api get memory,frontend-api|GET|memory,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-memory-fabric-context,frontend-api-memory-fabric-context memory-fabric-context api-endpoint memory api memory fabric context unknown unknown frontend unknown unknown medium memoryapi js useridentitycontext jsx calls get api memory fabric context memory memoryapi js useridentitycontext jsx frontend-api get memory,frontend-api|GET|memory,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-memory-fabric-signals,frontend-api-memory-fabric-signals memory-fabric-signals api-endpoint memory api memory fabric signals unknown unknown frontend unknown unknown high memoryapi js useridentitycontext jsx calls post api memory fabric signals memory memoryapi js useridentitycontext jsx frontend-api post memory,frontend-api|POST|memory,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-memory-long-save,frontend-api-memory-long-save memory-long-save api-endpoint memory api memory long unknown unknown frontend unknown unknown high memoryapi js calls post api memory long memory memoryapi js frontend-api post memory,frontend-api|POST|memory,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-memory-short-save,frontend-api-memory-short-save memory-short-save api-endpoint memory api memory short unknown unknown frontend unknown unknown high memoryapi js memorydashboard jsx calls post api memory short memory memoryapi js memorydashboard jsx frontend-api post memory,frontend-api|POST|memory,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-notifications-delete,frontend-api-notifications-delete notifications-delete api-endpoint notificationsrest api notifications id unknown unknown frontend unknown unknown high notificationservice js calls delete api notifications id notificationsrest notificationservice js frontend-api delete notificationsrest,frontend-api|DELETE|notificationsRest,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-notifications-devices-delete,frontend-api-notifications-devices-delete notifications-devices-delete api-endpoint notificationsrest api notifications devices token unknown unknown frontend unknown unknown high notificationservice js calls delete api notifications devices token notificationsrest notificationservice js frontend-api delete notificationsrest,frontend-api|DELETE|notificationsRest,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-notifications-devices-list,frontend-api-notifications-devices-list notifications-devices-list api-endpoint notificationsrest api notifications devices unknown unknown frontend unknown unknown medium notificationservice js calls get api notifications devices notificationsrest notificationservice js frontend-api get notificationsrest,frontend-api|GET|notificationsRest,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-notifications-devices-register,frontend-api-notifications-devices-register notifications-devices-register api-endpoint notificationsrest api notifications devices register unknown unknown frontend unknown unknown high notificationservice js calls post api notifications devices register notificationsrest notificationservice js frontend-api post notificationsrest,frontend-api|POST|notificationsRest,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-notifications-list,frontend-api-notifications-list notifications-list api-endpoint notificationsrest api notifications unknown unknown frontend unknown unknown medium notificationservice js calls get api notifications notificationsrest notificationservice js frontend-api get notificationsrest,frontend-api|GET|notificationsRest,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-notifications-preferences-get,frontend-api-notifications-preferences-get notifications-preferences-get api-endpoint notificationsrest api notifications preferences unknown unknown frontend unknown unknown medium notificationservice js calls get api notifications preferences notificationsrest notificationservice js frontend-api get notificationsrest,frontend-api|GET|notificationsRest,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-notifications-preferences-patch,frontend-api-notifications-preferences-patch notifications-preferences-patch api-endpoint notificationsrest api notifications preferences unknown unknown frontend unknown unknown high notificationservice js calls patch api notifications preferences notificationsrest notificationservice js frontend-api patch notificationsrest,frontend-api|PATCH|notificationsRest,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-notifications-preferences-toggle-all,frontend-api-notifications-preferences-toggle-all notifications-preferences-toggle-all api-endpoint notificationsrest api notifications preferences toggle-all unknown unknown frontend unknown unknown high notificationservice js calls post api notifications preferences toggle-all notificationsrest notificationservice js frontend-api post notificationsrest,frontend-api|POST|notificationsRest,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-notifications-read,frontend-api-notifications-read notifications-read api-endpoint notificationsrest api notifications id read unknown unknown frontend unknown unknown high notificationservice js calls patch api notifications id read notificationsrest notificationservice js frontend-api patch notificationsrest,frontend-api|PATCH|notificationsRest,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-notifications-read-all,frontend-api-notifications-read-all notifications-read-all api-endpoint notificationsrest api notifications read-all unknown unknown frontend unknown unknown high notificationservice js calls post api notifications read-all notificationsrest notificationservice js frontend-api post notificationsrest,frontend-api|POST|notificationsRest,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-notifications-send-channel,frontend-api-notifications-send-channel notifications-send-channel api-endpoint notificationsendchannel api notifications send channel unknown unknown frontend unknown unknown high src test fixtures legacynotificationservice ts calls post api notifications send channel notificationsendchannel src test fixtures legacynotificationservice ts frontend-api post notificationsendchannel,frontend-api|POST|notificationSendChannel,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-notifications-stream,frontend-api-notifications-stream notifications-stream api-endpoint notificationstream api notifications stream unknown unknown frontend unknown unknown medium notificationservice js calls get api notifications stream notificationstream notificationservice js frontend-api get notificationstream,frontend-api|GET|notificationStream,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-notifications-test,frontend-api-notifications-test notifications-test api-endpoint notificationsrest api notifications test unknown unknown frontend unknown unknown high notificationservice js calls post api notifications test notificationsrest notificationservice js frontend-api post notificationsrest,frontend-api|POST|notificationsRest,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-notifications-unread-count,frontend-api-notifications-unread-count notifications-unread-count api-endpoint notificationsrest api notifications unread count unknown unknown frontend unknown unknown medium notificationservice js calls get api notifications unread count notificationsrest notificationservice js frontend-api get notificationsrest,frontend-api|GET|notificationsRest,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-order-set-ai-generate,frontend-api-order-set-ai-generate order-set-ai-generate api-endpoint clinicalintelligence api clinical-intelligence order-set-ai generate unknown unknown frontend unknown unknown high clinicalintelligenceapi js ordersetai jsx calls post api clinical-intelligence order-set-ai generate clinicalintelligence clinicalintelligenceapi js ordersetai jsx frontend-api post clinicalintelligence,frontend-api|POST|clinicalIntelligence,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-organization-configuration-update,frontend-api-organization-configuration-update organization-configuration-update api-endpoint unknown api organizations organizationid configuration unknown unknown frontend unknown unknown high productcatalogapi js organizationpages jsx calls patch api organizations organizationid configuration productcatalogapi js organizationpages jsx frontend-api patch,frontend-api|PATCH,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.8,0.7
frontend-api-organization-integration-request,frontend-api-organization-integration-request organization-integration-request api-endpoint unknown api organizations organizationid integrations request unknown unknown frontend unknown unknown high productcatalogapi js organizationpages jsx calls post api organizations organizationid integrations request productcatalogapi js organizationpages jsx frontend-api post,frontend-api|POST,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.8,0.7
frontend-api-organization-outcomes,frontend-api-organization-outcomes organization-outcomes api-endpoint unknown api organizations organizationid outcomes unknown unknown frontend unknown unknown medium productcatalogapi js organizationpages jsx calls get api organizations organizationid outcomes productcatalogapi js organizationpages jsx frontend-api get,frontend-api|GET,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.5,0.7
frontend-api-organization-value-tracking,frontend-api-organization-value-tracking organization-value-tracking api-endpoint unknown api organizations organizationid value-tracking unknown unknown frontend unknown unknown medium productcatalogapi js organizationpages jsx calls get api organizations organizationid value-tracking productcatalogapi js organizationpages jsx frontend-api get,frontend-api|GET,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.5,0.7
frontend-api-patient-summary-ai-generate,frontend-api-patient-summary-ai-generate patient-summary-ai-generate api-endpoint clinicalintelligence api clinical-intelligence patient-summary-ai generate unknown unknown frontend unknown unknown high clinicalintelligenceapi js patientsummaryai jsx calls post api clinical-intelligence patient-summary-ai generate clinicalintelligence clinicalintelligenceapi js patientsummaryai jsx frontend-api post clinicalintelligence,frontend-api|POST|clinicalIntelligence,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-personalization-me,frontend-api-personalization-me personalization-me api-endpoint personalization api personalization me unknown unknown frontend unknown unknown medium useridentityapi js useridentitycontext jsx calls get api personalization me personalization useridentityapi js useridentitycontext jsx frontend-api get personalization,frontend-api|GET|personalization,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-personalization-save-prompt,frontend-api-personalization-save-prompt personalization-save-prompt api-endpoint personalization api personalization me saved-prompts unknown unknown frontend unknown unknown high useridentityapi js profilepreferences jsx calls post api personalization me saved-prompts personalization useridentityapi js profilepreferences jsx frontend-api post personalization,frontend-api|POST|personalization,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-personalization-update,frontend-api-personalization-update personalization-update api-endpoint personalization api personalization me unknown unknown frontend unknown unknown high useridentityapi js profilepreferences jsx calls patch api personalization me personalization useridentityapi js profilepreferences jsx frontend-api patch personalization,frontend-api|PATCH|personalization,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-platform-ai-governance-summary,frontend-api-platform-ai-governance-summary platform-ai-governance-summary api-endpoint unknown api ai-governance summary unknown unknown frontend unknown unknown medium platformgovernanceapi js platformgovernanceworkspace jsx calls get api ai-governance summary platformgovernanceapi js platformgovernanceworkspace jsx frontend-api get,frontend-api|GET,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.5,0.7
frontend-api-platform-ai-policies,frontend-api-platform-ai-policies platform-ai-policies api-endpoint unknown api governance ai policies unknown unknown frontend unknown unknown medium platformsystemsapi js platformsystempage jsx calls get api governance ai policies platformsystemsapi js platformsystempage jsx frontend-api get,frontend-api|GET,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.5,0.7
frontend-api-platform-ai-policy-update,frontend-api-platform-ai-policy-update platform-ai-policy-update api-endpoint unknown api governance ai policies policyid unknown unknown frontend unknown unknown high platformsystemsapi js platformsystempage jsx calls put api governance ai policies policyid platformsystemsapi js platformsystempage jsx frontend-api put,frontend-api|PUT,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.8,0.7
frontend-api-platform-assets-lifecycle-update,frontend-api-platform-assets-lifecycle-update platform-assets-lifecycle-update api-endpoint platformassets api platform assets assetid lifecycle unknown unknown frontend unknown unknown high platformassetsapi js organizationpages jsx calls patch api platform assets assetid lifecycle platformassets platformassetsapi js organizationpages jsx frontend-api patch platformassets,frontend-api|PATCH|platformAssets,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.8,0.7
frontend-api-platform-assets-list,frontend-api-platform-assets-list platform-assets-list api-endpoint platformassets api platform assets unknown unknown frontend unknown unknown medium platformassetsapi js organizationpages jsx calls get api platform assets platformassets platformassetsapi js organizationpages jsx frontend-api get platformassets,frontend-api|GET|platformAssets,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-platform-audit-trail,frontend-api-platform-audit-trail platform-audit-trail api-endpoint unknown api clinical-intelligence audit-trail summarize unknown unknown frontend unknown unknown high platformsystemsapi js platformsystempage jsx calls post api clinical-intelligence audit-trail summarize platformsystemsapi js platformsystempage jsx frontend-api post,frontend-api|POST,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.8,0.7
frontend-api-platform-calculator-recommender,frontend-api-platform-calculator-recommender platform-calculator-recommender api-endpoint unknown api clinical-intelligence calculator-recommender suggest unknown unknown frontend unknown unknown high platformsystemsapi js platformsystempage jsx calls post api clinical-intelligence calculator-recommender suggest platformsystemsapi js platformsystempage jsx frontend-api post,frontend-api|POST,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.8,0.7
frontend-api-platform-capability-contract,frontend-api-platform-capability-contract platform-capability-contract api-endpoint unknown api platform-systems capabilities capabilityid unknown unknown frontend unknown unknown medium platformsystemsapi js platformsystempage jsx calls get api platform-systems capabilities capabilityid platformsystemsapi js platformsystempage jsx frontend-api get,frontend-api|GET,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.5,0.7
