inputText,targetArtifactId,targetCategory,targetWorkspace,targetPack,targetProduct,labelType,confidence
"HEART score for chest pain risk stratification: history, ECG, age, risk factors, troponin (0–10).",heart-score,Calculator,cardiology|clinical|emergency|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack|cardiology-pack,product-core-platform|product-emergency-department|product-cardiology,intent,0.88
Hepatic Trend Analytics,hepatic-trend-analytics,Reference,pediatrics|clinical|research|reference|education,research-education,product-research,name,0.92
/tools/gastroenterology/hepatic-trend-analytics,hepatic-trend-analytics,Reference,pediatrics|clinical|research|reference|education,research-education,product-research,route,0.9
tool|Reference|pediatrics|clinical|research|reference|education|research-education,hepatic-trend-analytics,Reference,pediatrics|clinical|research|reference|education,research-education,product-research,tags,0.78
"Hepatic trend analytics for synthetic function, cholestasis, platelets, MELD/Child-Pugh inputs, and missing labs.",hepatic-trend-analytics,Reference,pediatrics|clinical|research|reference|education,research-education,product-research,intent,0.88
HL7 Bridge,hl7-bridge,Interoperability,clinical|operations,core-platform,product-core-platform,name,0.92
/integrations/hl7,hl7-bridge,Interoperability,clinical|operations,core-platform,product-core-platform,route,0.9
tool|Interoperability|clinical|operations|core-platform,hl7-bridge,Interoperability,clinical|operations,core-platform,product-core-platform,tags,0.78
"Monitor HL7 v2 interface queues, message families, parser status, and demo bridge limits.",hl7-bridge,Interoperability,clinical|operations,core-platform,product-core-platform,intent,0.88
HOMA-IR,homa-ir,Calculator,pharmacy|clinical|research|reference|calculator|laboratory|education,laboratory-intelligence|research-education,product-laboratory|product-research,name,0.92
/tools/calculators/homa-ir,homa-ir,Calculator,pharmacy|clinical|research|reference|calculator|laboratory|education,laboratory-intelligence|research-education,product-laboratory|product-research,route,0.9
calculator|Calculator|pharmacy|clinical|research|reference|laboratory|education|laboratory-intelligence|research-education,homa-ir,Calculator,pharmacy|clinical|research|reference|calculator|laboratory|education,laboratory-intelligence|research-education,product-laboratory|product-research,tags,0.78
HOMA-IR insulin resistance estimate from fasting glucose and fasting insulin. Does not diagnose diabetes or recommend insulin/medication changes.,homa-ir,Calculator,pharmacy|clinical|research|reference|calculator|laboratory|education,laboratory-intelligence|research-education,product-laboratory|product-research,intent,0.88
Hospital Command Assistant,hospital-command-assistant,Hospital Operations,fleet|operations|iot|hospital-operations|assistant|ai-workflow|clinical|medical-iot|maps,ai-workflow-pack|core-platform|medical-iot-pack|fleet-logistics|hospital-operations|digital-twin-pack,product-core-platform|product-medical-iot|product-fleet-ems|product-hospital-operations|product-digital-twin,name,0.92
/tools/calculators,hospital-command-assistant,Hospital Operations,fleet|operations|iot|hospital-operations|assistant|ai-workflow|clinical|medical-iot|maps,ai-workflow-pack|core-platform|medical-iot-pack|fleet-logistics|hospital-operations|digital-twin-pack,product-core-platform|product-medical-iot|product-fleet-ems|product-hospital-operations|product-digital-twin,route,0.9
ai-assisted-tool|Hospital Operations|fleet|operations|iot|hospital-operations|assistant|ai-workflow|clinical|medical-iot|maps|ai-workflow-pack|core-platform|medical-iot-pack|fleet-logistics|digital-twin-pack,hospital-command-assistant,Hospital Operations,fleet|operations|iot|hospital-operations|assistant|ai-workflow|clinical|medical-iot|maps,ai-workflow-pack|core-platform|medical-iot-pack|fleet-logistics|hospital-operations|digital-twin-pack,product-core-platform|product-medical-iot|product-fleet-ems|product-hospital-operations|product-digital-twin,tags,0.78
"Chat-assisted command-center support for hospital map, bed capacity, device fleet, telemetry, alerts, and huddle prompts. Human command approval required; no autonomous dispatch, escalation, admission, transfer, discharge, or clinical decisions.",hospital-command-assistant,Hospital Operations,fleet|operations|iot|hospital-operations|assistant|ai-workflow|clinical|medical-iot|maps,ai-workflow-pack|core-platform|medical-iot-pack|fleet-logistics|hospital-operations|digital-twin-pack,product-core-platform|product-medical-iot|product-fleet-ems|product-hospital-operations|product-digital-twin,intent,0.88
Hospital Map,hospital-map,Hospital Operations,iot|operations|hospital-operations|maps|medical-iot,hospital-operations|digital-twin-pack|medical-iot-pack,product-hospital-operations|product-digital-twin|product-medical-iot,name,0.92
/hospital-map,hospital-map,Hospital Operations,iot|operations|hospital-operations|maps|medical-iot,hospital-operations|digital-twin-pack|medical-iot-pack,product-hospital-operations|product-digital-twin|product-medical-iot,route,0.9
map|Hospital Operations|iot|operations|hospital-operations|maps|medical-iot|digital-twin-pack|medical-iot-pack,hospital-map,Hospital Operations,iot|operations|hospital-operations|maps|medical-iot,hospital-operations|digital-twin-pack|medical-iot-pack,product-hospital-operations|product-digital-twin|product-medical-iot,tags,0.78
Hospital Operations Cockpit,hospital-operations-cockpit,Hospital Operations,fleet|operations|iot|hospital-operations|medical-iot|maps,medical-iot-pack|fleet-logistics|hospital-operations|digital-twin-pack,product-medical-iot|product-fleet-ems|product-hospital-operations|product-digital-twin,name,0.92
/hospital-map,hospital-operations-cockpit,Hospital Operations,fleet|operations|iot|hospital-operations|medical-iot|maps,medical-iot-pack|fleet-logistics|hospital-operations|digital-twin-pack,product-medical-iot|product-fleet-ems|product-hospital-operations|product-digital-twin,route,0.9
map|Hospital Operations|fleet|operations|iot|hospital-operations|medical-iot|maps|medical-iot-pack|fleet-logistics|digital-twin-pack,hospital-operations-cockpit,Hospital Operations,fleet|operations|iot|hospital-operations|medical-iot|maps,medical-iot-pack|fleet-logistics|hospital-operations|digital-twin-pack,product-medical-iot|product-fleet-ems|product-hospital-operations|product-digital-twin,tags,0.78
Hospital Operations Command,hospital-operations-command,Hospital Operations,fleet|operations|iot|hospital-operations|maps|medical-iot,hospital-operations|digital-twin-pack|medical-iot-pack|fleet-logistics,product-hospital-operations|product-digital-twin|product-medical-iot|product-fleet-ems,name,0.92
/hospital-map,hospital-operations-command,Hospital Operations,fleet|operations|iot|hospital-operations|maps|medical-iot,hospital-operations|digital-twin-pack|medical-iot-pack|fleet-logistics,product-hospital-operations|product-digital-twin|product-medical-iot|product-fleet-ems,route,0.9
map|Hospital Operations|fleet|operations|iot|hospital-operations|maps|medical-iot|digital-twin-pack|medical-iot-pack|fleet-logistics,hospital-operations-command,Hospital Operations,fleet|operations|iot|hospital-operations|maps|medical-iot,hospital-operations|digital-twin-pack|medical-iot-pack|fleet-logistics,product-hospital-operations|product-digital-twin|product-medical-iot|product-fleet-ems,tags,0.78
Human Review Queue,human-review-queue,Other,admin|clinical|operations,core-platform,product-core-platform,name,0.92
/review,human-review-queue,Other,admin|clinical|operations,core-platform,product-core-platform,route,0.9
tool|Other|admin|clinical|operations|core-platform,human-review-queue,Other,admin|clinical|operations,core-platform,product-core-platform,tags,0.78
"Review AI drafts, safety findings, documentation, imports, privacy requests, and release decisions.",human-review-queue,Other,admin|clinical|operations,core-platform,product-core-platform,intent,0.88
Hunt-Hess Scale,hunt-hess-scale,Calculator,emergency|clinical|calculator,emergency-medicine|emergency-department-pack,product-emergency-department,name,0.92
/tools/calculators/hunt-hess-scale,hunt-hess-scale,Calculator,emergency|clinical|calculator,emergency-medicine|emergency-department-pack,product-emergency-department,route,0.9
calculator|Calculator|emergency|clinical|emergency-medicine|emergency-department-pack,hunt-hess-scale,Calculator,emergency|clinical|calculator,emergency-medicine|emergency-department-pack,product-emergency-department,tags,0.78
Aneurysmal subarachnoid hemorrhage clinical severity grade. Does not replace emergency SAH evaluation or neurosurgical pathways.,hunt-hess-scale,Calculator,emergency|clinical|calculator,emergency-medicine|emergency-department-pack,product-emergency-department,intent,0.88
ICH Score,ich-score,Calculator,emergency|clinical|calculator,emergency-medicine|emergency-department-pack,product-emergency-department,name,0.92
/tools/calculators/ich-score,ich-score,Calculator,emergency|clinical|calculator,emergency-medicine|emergency-department-pack,product-emergency-department,route,0.9
calculator|Calculator|emergency|clinical|emergency-medicine|emergency-department-pack,ich-score,Calculator,emergency|clinical|calculator,emergency-medicine|emergency-department-pack,product-emergency-department,tags,0.78
"Intracerebral hemorrhage severity score from GCS, hematoma volume, intraventricular hemorrhage, infratentorial origin, and age.",ich-score,Calculator,emergency|clinical|calculator,emergency-medicine|emergency-department-pack,product-emergency-department,intent,0.88
Ideal Body Weight,ideal-body-weight,Calculator,pharmacy|clinical|calculator|laboratory,laboratory-intelligence,product-laboratory,name,0.92
/tools/calculators/ideal-body-weight,ideal-body-weight,Calculator,pharmacy|clinical|calculator|laboratory,laboratory-intelligence,product-laboratory,route,0.9
calculator|Calculator|pharmacy|clinical|laboratory|laboratory-intelligence,ideal-body-weight,Calculator,pharmacy|clinical|calculator|laboratory,laboratory-intelligence,product-laboratory,tags,0.78
Devine ideal body weight estimate from sex and height. Not a health target and not medication dosing automation.,ideal-body-weight,Calculator,pharmacy|clinical|calculator|laboratory,laboratory-intelligence,product-laboratory,intent,0.88
Incident Command Center,incident-command-center,Hospital Operations,fleet|operations|iot|hospital-operations|medical-iot|maps,medical-iot-pack|fleet-logistics|hospital-operations|digital-twin-pack,product-medical-iot|product-fleet-ems|product-hospital-operations|product-digital-twin,name,0.92
/hospital-map,incident-command-center,Hospital Operations,fleet|operations|iot|hospital-operations|medical-iot|maps,medical-iot-pack|fleet-logistics|hospital-operations|digital-twin-pack,product-medical-iot|product-fleet-ems|product-hospital-operations|product-digital-twin,route,0.9
map|Hospital Operations|fleet|operations|iot|hospital-operations|medical-iot|maps|medical-iot-pack|fleet-logistics|digital-twin-pack,incident-command-center,Hospital Operations,fleet|operations|iot|hospital-operations|medical-iot|maps,medical-iot-pack|fleet-logistics|hospital-operations|digital-twin-pack,product-medical-iot|product-fleet-ems|product-hospital-operations|product-digital-twin,tags,0.78
Insulin Trend Engine,insulin-trend-engine,Reference,admin|pharmacy|clinical|reference|laboratory,laboratory-intelligence,product-laboratory,name,0.92
/tools/endocrine/insulin-trend-engine,insulin-trend-engine,Reference,admin|pharmacy|clinical|reference|laboratory,laboratory-intelligence,product-laboratory,route,0.9
tool|Reference|admin|pharmacy|clinical|reference|laboratory|laboratory-intelligence,insulin-trend-engine,Reference,admin|pharmacy|clinical|reference|laboratory,laboratory-intelligence,product-laboratory,tags,0.78
Insulin trend review for documented insulin administration and glucose response context without dose recommendations.,insulin-trend-engine,Reference,admin|pharmacy|clinical|reference|laboratory,laboratory-intelligence,product-laboratory,intent,0.88
Intended Use Registry,intended-use-registry,Other,admin|governance|audit,governance-compliance-pack,product-governance,name,0.92
/governance/regulatory/intended-use,intended-use-registry,Other,admin|governance|audit,governance-compliance-pack,product-governance,route,0.9
tool|Other|admin|governance|audit|governance-compliance-pack,intended-use-registry,Other,admin|governance|audit,governance-compliance-pack,product-governance,tags,0.78
"Keep approved intended-use copy aligned with routes, assistant responses, and release gates.",intended-use-registry,Other,admin|governance|audit,governance-compliance-pack,product-governance,intent,0.88
Kidney Failure Risk Equation,kfre,Calculator,clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,name,0.92
/tools/calculators/kfre,kfre,Calculator,clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,route,0.9
calculator|Calculator|clinical|assistant|ai-workflow|operations|ai-workflow-pack|core-platform,kfre,Calculator,clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,tags,0.78
"Four-variable KFRE 2-year and 5-year kidney failure risk context from age, sex, eGFR, and ACR.",kfre,Calculator,clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,intent,0.88
Lab Interpreter,lab-interp,Diagnostic,clinical|diagnostic|laboratory,laboratory-intelligence,product-laboratory,name,0.92
/tools/lab-interpreter,lab-interp,Diagnostic,clinical|diagnostic|laboratory,laboratory-intelligence,product-laboratory,route,0.9
tool|Diagnostic|clinical|diagnostic|laboratory|laboratory-intelligence,lab-interp,Diagnostic,clinical|diagnostic|laboratory,laboratory-intelligence,product-laboratory,tags,0.78
Lab panel interpretation support — clinical decision support only; does not establish a diagnosis. Verify with clinician judgment and local protocols.,lab-interp,Diagnostic,clinical|diagnostic|laboratory,laboratory-intelligence,product-laboratory,intent,0.88
Lab Result Import,lab-result-import,Patient Data,clinical|laboratory,laboratory-intelligence,product-laboratory,name,0.92
/patients/:patientId/labs/import,lab-result-import,Patient Data,clinical|laboratory,laboratory-intelligence,product-laboratory,route,0.9
tool|Patient Data|clinical|laboratory|laboratory-intelligence,lab-result-import,Patient Data,clinical|laboratory,laboratory-intelligence,product-laboratory,tags,0.78
"Normalize lab values with units, reference ranges, timestamps, and source-system labels.",lab-result-import,Patient Data,clinical|laboratory,laboratory-intelligence,product-laboratory,intent,0.88
Laboratory Dashboard,laboratory-dashboard,Laboratory,clinical|laboratory,laboratory-intelligence,product-laboratory,name,0.92
/laboratory,laboratory-dashboard,Laboratory,clinical|laboratory,laboratory-intelligence,product-laboratory,route,0.9
tool|Laboratory|clinical|laboratory|laboratory-intelligence,laboratory-dashboard,Laboratory,clinical|laboratory,laboratory-intelligence,product-laboratory,tags,0.78
"Demo laboratory dashboard for lab result review, specimen queues, abnormal alerts, reference ranges, panel trends, and lab interpreter handoff.",laboratory-dashboard,Laboratory,clinical|laboratory,laboratory-intelligence,product-laboratory,intent,0.88
Live Tracking Map,live-tracking-map,Hospital Operations,fleet|operations|iot|hospital-operations|medical-iot|maps,medical-iot-pack|fleet-logistics|hospital-operations|digital-twin-pack,product-medical-iot|product-fleet-ems|product-hospital-operations|product-digital-twin,name,0.92
/live-map,live-tracking-map,Hospital Operations,fleet|operations|iot|hospital-operations|medical-iot|maps,medical-iot-pack|fleet-logistics|hospital-operations|digital-twin-pack,product-medical-iot|product-fleet-ems|product-hospital-operations|product-digital-twin,route,0.9
map|Hospital Operations|fleet|operations|iot|hospital-operations|medical-iot|maps|medical-iot-pack|fleet-logistics|digital-twin-pack,live-tracking-map,Hospital Operations,fleet|operations|iot|hospital-operations|medical-iot|maps,medical-iot-pack|fleet-logistics|hospital-operations|digital-twin-pack,product-medical-iot|product-fleet-ems|product-hospital-operations|product-digital-twin,tags,0.78
Liver Disease Assistant,liver-disease-assistant,Calculator,pediatrics|clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,name,0.92
/tools/gastroenterology/liver-disease-assistant,liver-disease-assistant,Calculator,pediatrics|clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,route,0.9
ai-assisted-tool|Calculator|pediatrics|clinical|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform,liver-disease-assistant,Calculator,pediatrics|clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,tags,0.78
"Guided liver disease review for Child-Pugh, MELD/MELD-Na, Maddrey DF, FIB-4/APRI, trends, and missing data.",liver-disease-assistant,Calculator,pediatrics|clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,intent,0.88
Maddrey Discriminant Function,maddrey-discriminant-function,Calculator,clinical|calculator|operations,core-platform,product-core-platform,name,0.92
/tools/calculators/maddrey-discriminant-function,maddrey-discriminant-function,Calculator,clinical|calculator|operations,core-platform,product-core-platform,route,0.9
calculator|Calculator|clinical|operations|core-platform,maddrey-discriminant-function,Calculator,clinical|calculator|operations,core-platform,product-core-platform,tags,0.78
Maddrey DF for alcoholic hepatitis severe-range risk context using PT prolongation and bilirubin. Does not diagnose alcoholic hepatitis or recommend treatment.,maddrey-discriminant-function,Calculator,clinical|calculator|operations,core-platform,product-core-platform,intent,0.88
Maternal Monitoring Dashboard,maternal-monitoring-dashboard,Reference,pediatrics|clinical|reference|operations,core-platform,product-core-platform,name,0.92
/tools/pediatrics-obgyn/maternal-monitoring-dashboard,maternal-monitoring-dashboard,Reference,pediatrics|clinical|reference|operations,core-platform,product-core-platform,route,0.9
tool|Reference|pediatrics|clinical|reference|operations|core-platform,maternal-monitoring-dashboard,Reference,pediatrics|clinical|reference|operations,core-platform,product-core-platform,tags,0.78
"Maternal monitoring dashboard concept for vitals, symptoms, labs, fetal context, and review queues.",maternal-monitoring-dashboard,Reference,pediatrics|clinical|reference|operations,core-platform,product-core-platform,intent,0.88
MDQ,mdq,Calculator,pharmacy|clinical|calculator|assistant|ai-workflow|operations|laboratory,ai-workflow-pack|core-platform|laboratory-intelligence,product-core-platform|product-laboratory,name,0.92
/tools/calculators/mdq,mdq,Calculator,pharmacy|clinical|calculator|assistant|ai-workflow|operations|laboratory,ai-workflow-pack|core-platform|laboratory-intelligence,product-core-platform|product-laboratory,route,0.9
calculator|Calculator|pharmacy|clinical|assistant|ai-workflow|operations|laboratory|ai-workflow-pack|core-platform|laboratory-intelligence,mdq,Calculator,pharmacy|clinical|calculator|assistant|ai-workflow|operations|laboratory,ai-workflow-pack|core-platform|laboratory-intelligence,product-core-platform|product-laboratory,tags,0.78
"Screening only: MDQ bipolar-spectrum screening summary. Does not diagnose bipolar disorder, mania, hypomania, or medication need.",mdq,Calculator,pharmacy|clinical|calculator|assistant|ai-workflow|operations|laboratory,ai-workflow-pack|core-platform|laboratory-intelligence,product-core-platform|product-laboratory,intent,0.88
3D Viewer,medical-3d-viewer,Visualization,clinical|education|simulation|research|operations,simulation-training-pack|research-education|core-platform,product-simulation-training|product-research|product-core-platform,name,0.92
/3d-viewer,medical-3d-viewer,Visualization,clinical|education|simulation|research|operations,simulation-training-pack|research-education|core-platform,product-simulation-training|product-research|product-core-platform,route,0.9
tool|Visualization|clinical|education|simulation|research|operations|simulation-training-pack|research-education|core-platform,medical-3d-viewer,Visualization,clinical|education|simulation|research|operations,simulation-training-pack|research-education|core-platform,product-simulation-training|product-research|product-core-platform,tags,0.78
"Asset-safe demo 3D viewer shell for anatomy, organ, model, and radiology-volume workflows without importing missing GLB/GLTF/DICOM assets.",medical-3d-viewer,Visualization,clinical|education|simulation|research|operations,simulation-training-pack|research-education|core-platform,product-simulation-training|product-research|product-core-platform,intent,0.88
Medical IoT Dashboard,medical-iot-dashboard,IoT,iot|operations|hospital-operations|cardiology|clinical|medical-iot|maps,medical-iot-pack|cardiology-pack|hospital-operations|digital-twin-pack,product-medical-iot|product-cardiology|product-hospital-operations|product-digital-twin,name,0.92
/medical-iot,medical-iot-dashboard,IoT,iot|operations|hospital-operations|cardiology|clinical|medical-iot|maps,medical-iot-pack|cardiology-pack|hospital-operations|digital-twin-pack,product-medical-iot|product-cardiology|product-hospital-operations|product-digital-twin,route,0.9
iot-module|IoT|iot|operations|hospital-operations|cardiology|clinical|medical-iot|maps|medical-iot-pack|cardiology-pack|digital-twin-pack,medical-iot-dashboard,IoT,iot|operations|hospital-operations|cardiology|clinical|medical-iot|maps,medical-iot-pack|cardiology-pack|hospital-operations|digital-twin-pack,product-medical-iot|product-cardiology|product-hospital-operations|product-digital-twin,tags,0.78
Medication List Import,medication-list-import,Patient Data,pharmacy|clinical|laboratory,laboratory-intelligence,product-laboratory,name,0.92
/patients/:patientId/medications/import,medication-list-import,Patient Data,pharmacy|clinical|laboratory,laboratory-intelligence,product-laboratory,route,0.9
tool|Patient Data|pharmacy|clinical|laboratory|laboratory-intelligence,medication-list-import,Patient Data,pharmacy|clinical|laboratory,laboratory-intelligence,product-laboratory,tags,0.78
Preview medication reconciliation imports while preserving original source values.,medication-list-import,Patient Data,pharmacy|clinical|laboratory,laboratory-intelligence,product-laboratory,intent,0.88
MELD,meld,Calculator,clinical|calculator|operations,core-platform,product-core-platform,name,0.92
/tools/calculators/meld,meld,Calculator,clinical|calculator|operations,core-platform,product-core-platform,route,0.9
calculator|Calculator|clinical|operations|core-platform,meld,Calculator,clinical|calculator|operations,core-platform,product-core-platform,tags,0.78
"Model for End-stage Liver Disease: total bilirubin, INR, creatinine (dialysis rule) — 6–40 severity index for chronic liver disease.",meld,Calculator,clinical|calculator|operations,core-platform,product-core-platform,intent,0.88
MELD-Na,meld-na,Calculator,pediatrics|clinical|calculator|operations,core-platform,product-core-platform,name,0.92
/tools/calculators/meld-na,meld-na,Calculator,pediatrics|clinical|calculator|operations,core-platform,product-core-platform,route,0.9
calculator|Calculator|pediatrics|clinical|operations|core-platform,meld-na,Calculator,pediatrics|clinical|calculator|operations,core-platform,product-core-platform,tags,0.78
MELD with UNOS sodium adjustment (MELD-Na) for hyponatremia in chronic liver disease — laboratory MELD plus serum sodium.,meld-na,Calculator,pediatrics|clinical|calculator|operations,core-platform,product-core-platform,intent,0.88
Mental Health Screening Assistant,mental-health-screening-assistant,Calculator,emergency|clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,product-core-platform|product-emergency-department,name,0.92
/tools/psychiatry/mental-health-screening-assistant,mental-health-screening-assistant,Calculator,emergency|clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,product-core-platform|product-emergency-department,route,0.9
ai-assisted-tool|Calculator|emergency|clinical|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,mental-health-screening-assistant,Calculator,emergency|clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,product-core-platform|product-emergency-department,tags,0.78
"Guided mental-health screening workflow across mood, anxiety, trauma, sleep, substance-use, and cognitive screens.",mental-health-screening-assistant,Calculator,emergency|clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,product-core-platform|product-emergency-department,intent,0.88
Metabolic Analytics,metabolic-analytics,Reference,research|reference|fleet|operations|education,fleet-logistics|research-education,product-fleet-ems|product-research,name,0.92
/tools/endocrine/metabolic-analytics,metabolic-analytics,Reference,research|reference|fleet|operations|education,fleet-logistics|research-education,product-fleet-ems|product-research,route,0.9
tool|Reference|research|reference|fleet|operations|education|fleet-logistics|research-education,metabolic-analytics,Reference,research|reference|fleet|operations|education,fleet-logistics|research-education,product-fleet-ems|product-research,tags,0.78
"Metabolic analytics for anthropometrics, glucose/lipid context, metabolic syndrome factors, and review queues.",metabolic-analytics,Reference,research|reference|fleet|operations|education,fleet-logistics|research-education,product-fleet-ems|product-research,intent,0.88
Metabolic Syndrome Assistant,metabolic-syndrome-assistant,Calculator,cardiology|clinical|calculator|assistant|ai-workflow|operations|fleet,ai-workflow-pack|core-platform|cardiology-pack|fleet-logistics,product-core-platform|product-cardiology|product-fleet-ems,name,0.92
/tools/endocrine/metabolic-syndrome-assistant,metabolic-syndrome-assistant,Calculator,cardiology|clinical|calculator|assistant|ai-workflow|operations|fleet,ai-workflow-pack|core-platform|cardiology-pack|fleet-logistics,product-core-platform|product-cardiology|product-fleet-ems,route,0.9
ai-assisted-tool|Calculator|cardiology|clinical|calculator|assistant|ai-workflow|operations|fleet|ai-workflow-pack|core-platform|cardiology-pack|fleet-logistics,metabolic-syndrome-assistant,Calculator,cardiology|clinical|calculator|assistant|ai-workflow|operations|fleet,ai-workflow-pack|core-platform|cardiology-pack|fleet-logistics,product-core-platform|product-cardiology|product-fleet-ems,tags,0.78
"Metabolic syndrome review using waist circumference, glucose, blood pressure, triglycerides, HDL, and missing data.",metabolic-syndrome-assistant,Calculator,cardiology|clinical|calculator|assistant|ai-workflow|operations|fleet,ai-workflow-pack|core-platform|cardiology-pack|fleet-logistics,product-core-platform|product-cardiology|product-fleet-ems,intent,0.88
MEWS,mews,Calculator,cardiology|clinical|calculator,cardiology-pack,product-cardiology,name,0.92
/tools/calculators/mews,mews,Calculator,cardiology|clinical|calculator,cardiology-pack,product-cardiology,route,0.9
calculator|Calculator|cardiology|clinical|cardiology-pack,mews,Calculator,cardiology|clinical|calculator,cardiology-pack,product-cardiology,tags,0.78
"Adult early-warning score from respiratory rate, heart rate, systolic blood pressure, temperature, and AVPU.",mews,Calculator,cardiology|clinical|calculator,cardiology-pack,product-cardiology,intent,0.88
artifact-router classifier head,ml-head-artifact-router,local-ml-head,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
Unified CareDroid AI node artifact-router classifier (96.5% accuracy).,ml-head-artifact-router,local-ml-head,ai-workflow|clinical,ai-workflow-pack,product-core-platform,description,0.72
ml-head|artifact-router|mlp|unified-ai-node,ml-head-artifact-router,local-ml-head,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
nlu classifier head,ml-head-nlu,local-ml-head,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
Unified CareDroid AI node nlu classifier (100.0% accuracy).,ml-head-nlu,local-ml-head,ai-workflow|clinical,ai-workflow-pack,product-core-platform,description,0.72
ml-head|nlu|mlp|unified-ai-node,ml-head-nlu,local-ml-head,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
MMSE,mmse,Calculator,clinical|calculator|operations,core-platform,product-core-platform,name,0.92
/tools/calculators/mmse,mmse,Calculator,clinical|calculator|operations,core-platform,product-core-platform,route,0.9
calculator|Calculator|clinical|operations|core-platform,mmse,Calculator,clinical|calculator|operations,core-platform,product-core-platform,tags,0.78
"Screening only: MMSE domain score entry from governed administration. Does not diagnose dementia, delirium, or capacity.",mmse,Calculator,clinical|calculator|operations,core-platform,product-core-platform,intent,0.88
MoCA Placeholder Workflow,moca-placeholder-workflow,Calculator,admin|simulation|education|clinical|training|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform|simulation-training-pack,product-core-platform|product-simulation-training,name,0.92
/tools/calculators/moca-placeholder-workflow,moca-placeholder-workflow,Calculator,admin|simulation|education|clinical|training|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform|simulation-training-pack,product-core-platform|product-simulation-training,route,0.9
calculator|Calculator|admin|simulation|education|clinical|training|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|simulation-training-pack,moca-placeholder-workflow,Calculator,admin|simulation|education|clinical|training|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform|simulation-training-pack,product-core-platform|product-simulation-training,tags,0.78
"Governance workflow only: MoCA placeholder that does not show items, administer MoCA, calculate a score, or diagnose cognitive impairment.",moca-placeholder-workflow,Calculator,admin|simulation|education|clinical|training|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform|simulation-training-pack,product-core-platform|product-simulation-training,intent,0.88
Model Access Policy,model-access-policy,Other,admin|assistant|ai-workflow|clinical|operations|governance|audit,ai-workflow-pack|core-platform|governance-compliance-pack,product-core-platform|product-governance,name,0.92
/governance/ai-security/model-access,model-access-policy,Other,admin|assistant|ai-workflow|clinical|operations|governance|audit,ai-workflow-pack|core-platform|governance-compliance-pack,product-core-platform|product-governance,route,0.9
tool|Other|admin|assistant|ai-workflow|clinical|operations|governance|audit|ai-workflow-pack|core-platform|governance-compliance-pack,model-access-policy,Other,admin|assistant|ai-workflow|clinical|operations|governance|audit,ai-workflow-pack|core-platform|governance-compliance-pack,product-core-platform|product-governance,tags,0.78
"Define approved models, data classes, regions, retention policy, and capability-level model access.",model-access-policy,Other,admin|assistant|ai-workflow|clinical|operations|governance|audit,ai-workflow-pack|core-platform|governance-compliance-pack,product-core-platform|product-governance,intent,0.88
START-AI,model-admission-prediction,ai-system,ai-workflow,unknown,product-core-platform,name,0.92
/operations,model-admission-prediction,ai-system,ai-workflow,unknown,product-core-platform,route,0.9
ai-model|admission-prediction|Patient Flow|local-only,model-admission-prediction,ai-system,ai-workflow,unknown,product-core-platform,tags,0.78
Ambient Clinical Documentation,model-ambient-documentation,ai-system,ai-workflow,unknown,product-core-platform,name,0.92
/documentation,model-ambient-documentation,ai-system,ai-workflow,unknown,product-core-platform,route,0.9
ai-model|ambient-documentation|Clinical Documentation Improvement|metered-generation,model-ambient-documentation,ai-system,ai-workflow,unknown,product-core-platform,tags,0.78
Operational Analytics Explanation,model-analytics-explanation,ai-system,ai-workflow,unknown,product-core-platform,name,0.92
/ai-command-center,model-analytics-explanation,ai-system,ai-workflow,unknown,product-core-platform,route,0.9
